"Intent","Question","Answer","Entity"
"despedidas","bye Aguilas 2","Entiendo que necesitas información de la ruta Aguilas 2, ¿qué necesitas?","Rutas"
"despedidas","bye San Isidro","N/A","Rutas"
"despedidas","bye Zapopan 2","N/A","Rutas"
"despedidas","bye molesto","N/A","sentimientos"
"despedidas","bye decepcionado","N/A","sentimientos"
"despedidas","bye pagina web","N/A","servicio"
"despedidas","bye reglamento","N/A","servicio"
"despedidas","bye reembolso","N/A","servicio"
"despedidas","bye transporte ctg","N/A","servicio"
"despedidas","bye 3er turno manufactura","N/A","Turnos"
"despedidas","bye Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"despedidas","bye 1er turno manufactura","N/A","Turnos"
"despedidas","bye Turno administrativo 7am - 4pm","N/A","Turnos"
"despedidas","bye 2do turno manufactura","N/A","Turnos"
"despedidas","bye Admin","N/A","Turnos_simple"
"despedidas","bye Manufactura","N/A","Turnos_simple"
"despedidas","bye manufactura","N/A","turnos_tipos"
"despedidas","bye administrativos","N/A","turnos_tipos"
"gracias","Te agradezco","N/A",
"gracias","Te agradezco Corazon","N/A","Easter_Entities"
"gracias","Te agradezco Hogwarts","N/A","Easter_Entities"
"gracias","Te agradezco queja","N/A","feedback"
"gracias","Te agradezco hora","N/A","hora"
"gracias","Te agradezco entrada","N/A","io"
"gracias","Te agradezco salida","N/A","io"
"gracias","Te agradezco subir","N/A","io"
"gracias","Te agradezco Link","N/A","Link-instrucciones"
"gracias","Te agradezco Instrucciones","N/A","Link-instrucciones"
"gracias","Te agradezco Av Belisario Dominguez","N/A","Lugares"
"gracias","Te agradezco Centro","N/A","Lugares"
"gracias","Te agradezco Plaza Andares","N/A","Lugares"
"gracias","Te agradezco Av 18 de marzo","N/A","Lugares"
"gracias","Te agradezco Periferico","N/A","Lugares"
"gracias","Te agradezco Av Calma","N/A","Lugares"
"gracias","Te agradezco Gran Plaza","N/A","Lugares"
"gracias","Te agradezco Providencia","No hay de que, estoy para ayudarte","Lugares"
"gracias","Te agradezco Glorieta Minerva","N/A","Lugares"
"gracias","Te agradezco Plaza Galerias","N/A","Lugares"
"gracias","Te agradezco Chapala","N/A","Lugares"
"gracias","Te agradezco Av Chapultepec","N/A","Lugares"
"gracias","Te agradezco Fraccionamiento Revolucion","N/A","Lugares"
"gracias","Te agradezco Expo Guadalajara","N/A","Lugares"
"gracias","Te agradezco El Fortin","N/A","Lugares"
"gracias","Te agradezco Periferico esquina con Vallarta","N/A","Lugares"
"gracias","Te agradezco Mariano Otero","N/A","Lugares"
"gracias","Te agradezco Av Lopez Mateos Sur","N/A","Lugares"
"gracias","Te agradezco UVM Sur","Gracias a ti ! Que tengas un excelente día","Lugares"
"gracias","Te agradezco Zapopan","N/A","Lugares"
"gracias","Te agradezco Av Lopez Mateos","De nada, que tengas un excelente día!","Lugares"
"gracias","Te agradezco Av Lazaro Cardenas","N/A","Lugares"
"gracias","Te agradezco Plaza del Sol","N/A","Lugares"
"gracias","Te agradezco Plaza patria","N/A","Lugares"
"gracias","Te agradezco Avenida Aviacion","Entiendo que necesitas información de la ruta Aviación, ¿qué necesitas?","Lugares"
"gracias","Te agradezco love","N/A","miscEng"
"gracias","Te agradezco ninguna","N/A","ninguno"
"gracias","Te agradezco primero","N/A","opciones"
"gracias","Te agradezco segundo","N/A","opciones"
"gracias","Te agradezco coordinador","N/A","persona"
"gracias","Te agradezco creo","N/A","personal"
"gracias","Te agradezco eres","N/A","personal"
"gracias","Te agradezco vives","N/A","personal"
"gracias","Te agradezco tu","N/A","Pronombres"
"gracias","Te agradezco Lazaro Cardenas 1","N/A","Rutas"
"gracias","Te agradezco Patria 2","N/A","Rutas"
"gracias","Te agradezco Zapopan 3","N/A","Rutas"
"gracias","Te agradezco Vallarta","N/A","Rutas"
"gracias","Te agradezco Lazaro Cardenas 2","N/A","Rutas"
"gracias","Te agradezco Sauz","N/A","Rutas"
"gracias","Te agradezco Santa Margarita","N/A","Rutas"
"gracias","Te agradezco Zalatitlan 1","N/A","Rutas"
"gracias","Te agradezco Artesanos 1","N/A","Rutas"
"gracias","Te agradezco Copernico","Entiendo que necesitas información de la ruta Copernico, ¿qué necesitas?","Rutas"
"gracias","Te agradezco Miravalle","N/A","Rutas"
"gracias","Te agradezco Loma Dorada 1","N/A","Rutas"
"gracias","Te agradezco Agaves","N/A","Rutas"
"gracias","Te agradezco Olivos","N/A","Rutas"
"gracias","Te agradezco Tonala","N/A","Rutas"
"gracias","Te agradezco San Pedrito","Entiendo que necesitas información de la ruta San Pedrito, ¿qué necesitas?","Rutas"
"gracias","Te agradezco El Salto 1","N/A","Rutas"
"gracias","Te agradezco San Joaquin","N/A","Rutas"
"gracias","Te agradezco San Gaspar","N/A","Rutas"
"gracias","Te agradezco Santa Fe 1","N/A","Rutas"
"gracias","Te agradezco La Noria","N/A","Rutas"
"gracias","Te agradezco Artesanos","N/A","Rutas"
"gracias","Te agradezco El Salto","Entiendo que necesitas información de la ruta El Salto, ¿qué necesitas?","Rutas"
"gracias","Te agradezco Loma del Sur","N/A","Rutas"
"gracias","Te agradezco Tepeyac","N/A","Rutas"
"gracias","Te agradezco Zapopan 1","N/A","Rutas"
"gracias","Te agradezco Santa Fe","N/A","Rutas"
"gracias","Te agradezco Real de Colima","N/A","Rutas"
"gracias","Te agradezco Chapala","Entiendo que necesitas información de la ruta Chapala, ¿qué necesitas?","Rutas"
"gracias","Te agradezco Aviacion","Entiendo que necesitas información de la ruta Aviación, ¿qué necesitas?","Rutas"
"gracias","Te agradezco Loma Bonita","N/A","Rutas"
"gracias","Te agradezco Estadio","N/A","Rutas"
"gracias","Te agradezco Mariano Otero","N/A","Rutas"
"gracias","Te agradezco Loma Dorada","N/A","Rutas"
"gracias","Te agradezco Oblatos","N/A","Rutas"
"gracias","Te agradezco Transito","Entiendo que necesitas información de la ruta Tránsito, ¿qué necesitas?","Rutas"
"gracias","Te agradezco Periferico","N/A","Rutas"
"gracias","Te agradezco Patria 1","N/A","Rutas"
"gracias","Te agradezco Aguilas 1","N/A","Rutas"
"gracias","Te agradezco Aguilas 2","N/A","Rutas"
"gracias","Te agradezco San Isidro","N/A","Rutas"
"gracias","Te agradezco Zapopan 2","N/A","Rutas"
"gracias","Te agradezco molesto","De nada, que tengas un excelente día!","sentimientos"
"gracias","Te agradezco decepcionado","N/A","sentimientos"
"gracias","Te agradezco pagina web","N/A","servicio"
"gracias","Te agradezco reglamento","N/A","servicio"
"gracias","Te agradezco reembolso","N/A","servicio"
"gracias","Te agradezco transporte ctg","N/A","servicio"
"gracias","Te agradezco 3er turno manufactura","N/A","Turnos"
"gracias","Te agradezco Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"gracias","Te agradezco 1er turno manufactura","Gracias a ti ! Que tengas un excelente día","Turnos"
"gracias","Te agradezco Turno administrativo 7am - 4pm","No hay de que, estoy para ayudarte","Turnos"
"gracias","Te agradezco 2do turno manufactura","No hay de que, que tengas un excelente día!","Turnos"
"gracias","Te agradezco Admin","N/A","Turnos_simple"
"gracias","Te agradezco Manufactura","De nada, que tengas un excelente día!","Turnos_simple"
"gracias","Te agradezco manufactura","Gracias a ti ! Que tengas un excelente día","turnos_tipos"
"gracias","Te agradezco administrativos","N/A","turnos_tipos"
"informacion","que necesito para poder subirme al camion","N/A",
"informacion","que necesito para poder subirme al camion Corazon","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Easter_Entities"
"informacion","que necesito para poder subirme al camion Hogwarts","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Easter_Entities"
"informacion","que necesito para poder subirme al camion queja","N/A","feedback"
"informacion","que necesito para poder subirme al camion hora","N/A","hora"
"informacion","que necesito para poder subirme al camion entrada","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","io"
"informacion","que necesito para poder subirme al camion salida","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","io"
"informacion","que necesito para poder subirme al camion subir","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","io"
"informacion","que necesito para poder subirme al camion Link","Página principal: https://asklola.w3ibm.mybluemix.net/ 
Instalación iOS: https://asklola.w3ibm.mybluemix.net/ask-lola-instructions-ios
Instalación Android: https://asklola.w3ibm.mybluemix.net/ask-lola-instructions","Link-instrucciones"
"informacion","que necesito para poder subirme al camion Instrucciones","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Link-instrucciones"
"informacion","que necesito para poder subirme al camion Av Belisario Dominguez","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Centro","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Plaza Andares","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Av 18 de marzo","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Periferico","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Av Calma","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Gran Plaza","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Lugares"
"informacion","que necesito para poder subirme al camion Providencia","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Glorieta Minerva","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Plaza Galerias","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Chapala","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Av Chapultepec","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Lugares"
"informacion","que necesito para poder subirme al camion Fraccionamiento Revolucion","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Expo Guadalajara","N/A","Lugares"
"informacion","que necesito para poder subirme al camion El Fortin","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Periferico esquina con Vallarta","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Mariano Otero","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Av Lopez Mateos Sur","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Lugares"
"informacion","que necesito para poder subirme al camion UVM Sur","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Zapopan","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Av Lopez Mateos","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Lugares"
"informacion","que necesito para poder subirme al camion Av Lazaro Cardenas","N/A","Lugares"
"informacion","que necesito para poder subirme al camion Plaza del Sol","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Lugares"
"informacion","que necesito para poder subirme al camion Plaza patria","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Lugares"
"informacion","que necesito para poder subirme al camion Avenida Aviacion","N/A","Lugares"
"informacion","que necesito para poder subirme al camion love","N/A","miscEng"
"informacion","que necesito para poder subirme al camion ninguna","N/A","ninguno"
"informacion","que necesito para poder subirme al camion primero","N/A","opciones"
"informacion","que necesito para poder subirme al camion segundo","N/A","opciones"
"informacion","que necesito para poder subirme al camion coordinador","N/A","persona"
"informacion","que necesito para poder subirme al camion creo","N/A","personal"
"informacion","que necesito para poder subirme al camion eres","N/A","personal"
"informacion","que necesito para poder subirme al camion vives","N/A","personal"
"informacion","que necesito para poder subirme al camion tu","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Pronombres"
"informacion","que necesito para poder subirme al camion Lazaro Cardenas 1","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Patria 2","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Zapopan 3","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Vallarta","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Lazaro Cardenas 2","Entiendo que necesitas información de la ruta Lázaro Cárdenas 2, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Sauz","Entiendo que necesitas información de la ruta Sauz, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Santa Margarita","Entiendo que necesitas información de la ruta Santa Margarita, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Zalatitlan 1","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Artesanos 1","Entiendo que necesitas información de la ruta Artesanos 1, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Copernico","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Miravalle","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Loma Dorada 1","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Agaves","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Olivos","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Tonala","Entiendo que necesitas información de la ruta Tonala, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion San Pedrito","N/A","Rutas"
"informacion","que necesito para poder subirme al camion El Salto 1","Entiendo que necesitas información de la ruta El Salto 1, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion San Joaquin","N/A","Rutas"
"informacion","que necesito para poder subirme al camion San Gaspar","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Santa Fe 1","N/A","Rutas"
"informacion","que necesito para poder subirme al camion La Noria","Entiendo que necesitas información de la ruta La Noria, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Artesanos","N/A","Rutas"
"informacion","que necesito para poder subirme al camion El Salto","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Loma del Sur","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Tepeyac","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Zapopan 1","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Santa Fe","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Real de Colima","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Chapala","Entiendo que necesitas información de la ruta Chapala, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Aviacion","Entiendo que necesitas información de la ruta Aviación, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Loma Bonita","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Estadio","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Mariano Otero","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Loma Dorada","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Oblatos","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Transito","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Periferico","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Patria 1","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Aguilas 1","Entiendo que necesitas información de la ruta Aguilas 1, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion Aguilas 2","Entiendo que necesitas información de la ruta Aguilas 2, ¿qué necesitas?","Rutas"
"informacion","que necesito para poder subirme al camion San Isidro","N/A","Rutas"
"informacion","que necesito para poder subirme al camion Zapopan 2","N/A","Rutas"
"informacion","que necesito para poder subirme al camion molesto","N/A","sentimientos"
"informacion","que necesito para poder subirme al camion decepcionado","N/A","sentimientos"
"informacion","que necesito para poder subirme al camion pagina web","N/A","servicio"
"informacion","que necesito para poder subirme al camion reglamento","N/A","servicio"
"informacion","que necesito para poder subirme al camion reembolso","N/A","servicio"
"informacion","que necesito para poder subirme al camion transporte ctg","N/A","servicio"
"informacion","que necesito para poder subirme al camion 3er turno manufactura","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Turnos"
"informacion","que necesito para poder subirme al camion Turno administrativo 8:30am - 5:30pm","N/A","Turnos"
"informacion","que necesito para poder subirme al camion 1er turno manufactura","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Turnos"
"informacion","que necesito para poder subirme al camion Turno administrativo 7am - 4pm","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Turnos"
"informacion","que necesito para poder subirme al camion 2do turno manufactura","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Turnos"
"informacion","que necesito para poder subirme al camion Admin","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Turnos_simple"
"informacion","que necesito para poder subirme al camion Manufactura","Solo necesitas tener tu gafete a la mano y pasarlo en las lectoras con las que cuenta cada unidad de transporte, no es increíble?","Turnos_simple"
"informacion","que necesito para poder subirme al camion manufactura","N/A","turnos_tipos"
"informacion","que necesito para poder subirme al camion administrativos","N/A","turnos_tipos"
"informacion","quiero consultar el reglamento","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>",
"informacion","quiero consultar el reglamento Corazon","N/A","Easter_Entities"
"informacion","quiero consultar el reglamento Hogwarts","N/A","Easter_Entities"
"informacion","quiero consultar el reglamento queja","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","feedback"
"informacion","quiero consultar el reglamento hora","N/A","hora"
"informacion","quiero consultar el reglamento entrada","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","io"
"informacion","quiero consultar el reglamento salida","N/A","io"
"informacion","quiero consultar el reglamento subir","N/A","io"
"informacion","quiero consultar el reglamento Link","N/A","Link-instrucciones"
"informacion","quiero consultar el reglamento Instrucciones","N/A","Link-instrucciones"
"informacion","quiero consultar el reglamento Av Belisario Dominguez","N/A","Lugares"
"informacion","quiero consultar el reglamento Centro","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Lugares"
"informacion","quiero consultar el reglamento Plaza Andares","N/A","Lugares"
"informacion","quiero consultar el reglamento Av 18 de marzo","N/A","Lugares"
"informacion","quiero consultar el reglamento Periferico","N/A","Lugares"
"informacion","quiero consultar el reglamento Av Calma","N/A","Lugares"
"informacion","quiero consultar el reglamento Gran Plaza","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Lugares"
"informacion","quiero consultar el reglamento Providencia","N/A","Lugares"
"informacion","quiero consultar el reglamento Glorieta Minerva","N/A","Lugares"
"informacion","quiero consultar el reglamento Plaza Galerias","N/A","Lugares"
"informacion","quiero consultar el reglamento Chapala","Entiendo que necesitas información de la ruta Chapala, ¿qué necesitas?","Lugares"
"informacion","quiero consultar el reglamento Av Chapultepec","N/A","Lugares"
"informacion","quiero consultar el reglamento Fraccionamiento Revolucion","Para solicitar un reembolso es necesario tener los datos de la ruta, horario y el recibo de tu taxi y enviar la información al coordinador de transporte Edgar González a su correo: gaedgar@mx1.ibm.com","Lugares"
"informacion","quiero consultar el reglamento Expo Guadalajara","N/A","Lugares"
"informacion","quiero consultar el reglamento El Fortin","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Lugares"
"informacion","quiero consultar el reglamento Periferico esquina con Vallarta","N/A","Lugares"
"informacion","quiero consultar el reglamento Mariano Otero","N/A","Lugares"
"informacion","quiero consultar el reglamento Av Lopez Mateos Sur","N/A","Lugares"
"informacion","quiero consultar el reglamento UVM Sur","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Lugares"
"informacion","quiero consultar el reglamento Zapopan","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Lugares"
"informacion","quiero consultar el reglamento Av Lopez Mateos","N/A","Lugares"
"informacion","quiero consultar el reglamento Av Lazaro Cardenas","N/A","Lugares"
"informacion","quiero consultar el reglamento Plaza del Sol","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Lugares"
"informacion","quiero consultar el reglamento Plaza patria","N/A","Lugares"
"informacion","quiero consultar el reglamento Avenida Aviacion","N/A","Lugares"
"informacion","quiero consultar el reglamento love","N/A","miscEng"
"informacion","quiero consultar el reglamento ninguna","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","ninguno"
"informacion","quiero consultar el reglamento primero","N/A","opciones"
"informacion","quiero consultar el reglamento segundo","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","opciones"
"informacion","quiero consultar el reglamento coordinador","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","persona"
"informacion","quiero consultar el reglamento creo","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","personal"
"informacion","quiero consultar el reglamento eres","N/A","personal"
"informacion","quiero consultar el reglamento vives","N/A","personal"
"informacion","quiero consultar el reglamento tu","N/A","Pronombres"
"informacion","quiero consultar el reglamento Lazaro Cardenas 1","Entiendo que necesitas información de la ruta Lázaro Cárdenas 1, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Patria 2","N/A","Rutas"
"informacion","quiero consultar el reglamento Zapopan 3","Entiendo que necesitas información de la ruta Zapopan 3, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Vallarta","N/A","Rutas"
"informacion","quiero consultar el reglamento Lazaro Cardenas 2","Entiendo que necesitas información de la ruta Lázaro Cárdenas 2, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Sauz","Entiendo que necesitas información de la ruta Sauz, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Santa Margarita","N/A","Rutas"
"informacion","quiero consultar el reglamento Zalatitlan 1","N/A","Rutas"
"informacion","quiero consultar el reglamento Artesanos 1","N/A","Rutas"
"informacion","quiero consultar el reglamento Copernico","N/A","Rutas"
"informacion","quiero consultar el reglamento Miravalle","N/A","Rutas"
"informacion","quiero consultar el reglamento Loma Dorada 1","N/A","Rutas"
"informacion","quiero consultar el reglamento Agaves","N/A","Rutas"
"informacion","quiero consultar el reglamento Olivos","Entiendo que necesitas información de la ruta Olivos, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Tonala","Entiendo que necesitas información de la ruta Tonala, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento San Pedrito","N/A","Rutas"
"informacion","quiero consultar el reglamento El Salto 1","N/A","Rutas"
"informacion","quiero consultar el reglamento San Joaquin","N/A","Rutas"
"informacion","quiero consultar el reglamento San Gaspar","Entiendo que necesitas información de la ruta San Gaspar, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Santa Fe 1","Entiendo que necesitas información de la ruta Santa Fe 1, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento La Noria","Entiendo que necesitas información de la ruta La Noria, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Artesanos","N/A","Rutas"
"informacion","quiero consultar el reglamento El Salto","N/A","Rutas"
"informacion","quiero consultar el reglamento Loma del Sur","Entiendo que necesitas información de la ruta Loma del Sur, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Tepeyac","N/A","Rutas"
"informacion","quiero consultar el reglamento Zapopan 1","N/A","Rutas"
"informacion","quiero consultar el reglamento Santa Fe","N/A","Rutas"
"informacion","quiero consultar el reglamento Real de Colima","N/A","Rutas"
"informacion","quiero consultar el reglamento Chapala","N/A","Rutas"
"informacion","quiero consultar el reglamento Aviacion","Entiendo que necesitas información de la ruta Aviación, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Loma Bonita","Entiendo que necesitas información de la ruta Loma Bonita, ¿qué necesitas?","Rutas"
"informacion","quiero consultar el reglamento Estadio","N/A","Rutas"
"informacion","quiero consultar el reglamento Mariano Otero","N/A","Rutas"
"informacion","quiero consultar el reglamento Loma Dorada","N/A","Rutas"
"informacion","quiero consultar el reglamento Oblatos","N/A","Rutas"
"informacion","quiero consultar el reglamento Transito","N/A","Rutas"
"informacion","quiero consultar el reglamento Periferico","N/A","Rutas"
"informacion","quiero consultar el reglamento Patria 1","N/A","Rutas"
"informacion","quiero consultar el reglamento Aguilas 1","N/A","Rutas"
"informacion","quiero consultar el reglamento Aguilas 2","N/A","Rutas"
"informacion","quiero consultar el reglamento San Isidro","N/A","Rutas"
"informacion","quiero consultar el reglamento Zapopan 2","N/A","Rutas"
"informacion","quiero consultar el reglamento molesto","N/A","sentimientos"
"informacion","quiero consultar el reglamento decepcionado","N/A","sentimientos"
"informacion","quiero consultar el reglamento pagina web","N/A","servicio"
"informacion","quiero consultar el reglamento reglamento","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","servicio"
"informacion","quiero consultar el reglamento reembolso","Para solicitar un reembolso es necesario tener los datos de la ruta, horario y el recibo de tu taxi y enviar la información al coordinador de transporte Edgar González a su correo: gaedgar@mx1.ibm.com","servicio"
"informacion","quiero consultar el reglamento transporte ctg","N/A","servicio"
"informacion","quiero consultar el reglamento 3er turno manufactura","El reglamento lo puedes encontrar en la wiki del transporte, te comparto el link: <a href=""https://w3-connections.ibm.com/wikis/home?lang=en-us#!/wiki/W3cdfafc64570_4ef6_a75a_6ff98d6bba06/page/Reglamento%20Transporte"">Wiki Transporte</a>","Turnos"
